Type,Root Function Name,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"Callee","std::map<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::operator[]","std::_Tree_buy<std::pair<G4String const ,Run::ParticleData>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::_Buynode<std::piecewise_construct_t const &,std::tuple<G4String const &>,std::tuple<> >",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::map<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::operator[]","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Insert_hint<std::pair<G4String const ,Run::ParticleData> &,std::_Tree_node<std::pair<G4String const ,Run::ParticleData>,void *> *>",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::map<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::operator[]","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Lbound",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::map<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::operator[]","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::compare",7,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::operator<<<char,std::char_traits<char>,std::allocator<char> >","std::operator<<<char,std::char_traits<char>,std::allocator<char> >",14,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::operator<<<char,std::char_traits<char>,std::allocator<char> >","DetectorConstruction::PrintParameters",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::operator<<<char,std::char_traits<char>,std::allocator<char> >","Run::EndOfRun",13,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::operator<<<char,std::char_traits<char>,std::allocator<char> >","?_Osfx@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEXXZ",14,0.00,0.00,0.00,0.00,"MSVCP120.dll",
"Callee","std::operator<<<char,std::char_traits<char>,std::allocator<char> >","?setstate@?$basic_ios@DU?$char_traits@D@std@@@std@@QAEXH_N@Z",14,0.00,0.00,0.00,0.00,"MSVCP120.dll",
"Callee","std::operator<<<char,std::char_traits<char>,std::allocator<char> >","?sputc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QAEHD@Z",68,0.00,0.00,0.00,0.00,"MSVCP120.dll",
"Callee","std::operator<<<char,std::char_traits<char>,std::allocator<char> >","?sputn@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QAE_JPBD_J@Z",14,0.00,0.00,0.00,0.00,"MSVCP120.dll",
"Callee","std::operator<<<char,std::char_traits<char>,std::allocator<char> >","?uncaught_exception@std@@YA_NXZ",14,0.00,0.00,0.00,0.00,"MSVCP120.dll",
"Callee","std::operator<<<char,std::char_traits<char>,std::allocator<char> >","[G4global.dll]",14,0.00,0.00,0.00,0.00,"G4global.dll",
"Callee","std::operator<<<char,std::char_traits<char>,std::allocator<char> >","[G4global.dll]",14,0.00,0.00,0.00,0.00,"G4global.dll",
"Root","std::operator<<<std::char_traits<char> >","std::operator<<<std::char_traits<char> >",76,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::operator<<<std::char_traits<char> >","DetectorConstruction::PrintParameters",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::operator<<<std::char_traits<char> >","Run::EndOfRun",73,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::operator<<<std::char_traits<char> >","?_Osfx@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEXXZ",76,0.00,0.00,0.00,0.00,"MSVCP120.dll",
"Callee","std::operator<<<std::char_traits<char> >","?setstate@?$basic_ios@DU?$char_traits@D@std@@@std@@QAEXH_N@Z",76,0.00,0.00,0.00,0.00,"MSVCP120.dll",
"Callee","std::operator<<<std::char_traits<char> >","?sputn@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QAE_JPBD_J@Z",76,0.00,0.00,0.00,0.00,"MSVCP120.dll",
"Callee","std::operator<<<std::char_traits<char> >","?uncaught_exception@std@@YA_NXZ",76,0.00,0.00,0.00,0.00,"MSVCP120.dll",
"Callee","std::operator<<<std::char_traits<char> >","[G4global.dll]",76,0.00,0.00,0.00,0.00,"G4global.dll",
"Callee","std::operator<<<std::char_traits<char> >","[G4global.dll]",76,0.00,0.00,0.00,0.00,"G4global.dll",
"Root","std::vector<G4String,std::allocator<G4String> >::_Destroy","std::vector<G4String,std::allocator<G4String> >::_Destroy",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::vector<G4String,std::allocator<G4String> >::_Destroy","std::vector<G4String,std::allocator<G4String> >::_Reallocate",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::vector<G4String,std::allocator<G4String> >::_Reallocate","std::vector<G4String,std::allocator<G4String> >::_Reallocate",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::vector<G4String,std::allocator<G4String> >::_Reallocate","std::vector<G4String,std::allocator<G4String> >::_Reserve",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::vector<G4String,std::allocator<G4String> >::_Reallocate","std::_Uninit_move<G4String *,G4String *,std::allocator<G4String>,G4String>",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::vector<G4String,std::allocator<G4String> >::_Reallocate","std::vector<G4String,std::allocator<G4String> >::_Destroy",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::vector<G4String,std::allocator<G4String> >::_Reserve","std::vector<G4String,std::allocator<G4String> >::_Reserve",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::vector<G4String,std::allocator<G4String> >::_Reserve","std::vector<G4String,std::allocator<G4String> >::push_back",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::vector<G4String,std::allocator<G4String> >::_Reserve","std::vector<G4String,std::allocator<G4String> >::_Reallocate",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::vector<G4String,std::allocator<G4String> >::push_back","std::vector<G4String,std::allocator<G4String> >::push_back",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::vector<G4String,std::allocator<G4String> >::push_back","G4UIcommand::SetGuidance",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::vector<G4String,std::allocator<G4String> >::push_back","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::vector<G4String,std::allocator<G4String> >::push_back","std::vector<G4String,std::allocator<G4String> >::_Reserve",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::_Reallocate","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::_Reallocate",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::_Reallocate","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::_Reserve",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::_Reallocate","memmove",5,0.00,0.00,0.00,0.00,"MSVCR120.dll",
"Root","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::_Reserve","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::_Reserve",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::_Reserve","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::push_back",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::_Reserve","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::_Reallocate",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::push_back","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::push_back",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::push_back","DetectorMessenger::DetectorMessenger",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::push_back","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::_Reserve",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::_Reallocate","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::_Reallocate",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::_Reallocate","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::_Reserve",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::_Reallocate","memmove",5,0.00,0.00,0.00,0.00,"MSVCR120.dll",
"Root","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::_Reserve","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::_Reserve",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::_Reserve","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::push_back",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::_Reserve","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::_Reallocate",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::push_back","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::push_back",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::push_back","NeutronHPphysics::ConstructProcess",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::push_back","std::vector<G4VCrossSectionDataSet *,std::allocator<G4VCrossSectionDataSet *> >::_Reserve",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::vector<yystype,std::allocator<yystype> >::_Reallocate","std::vector<yystype,std::allocator<yystype> >::_Reallocate",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::vector<yystype,std::allocator<yystype> >::_Reallocate","std::vector<yystype,std::allocator<yystype> >::_Reserve",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::vector<yystype,std::allocator<yystype> >::_Reallocate","std::_Destroy_range<std::_Wrap_alloc<std::allocator<yystype> > >",4,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::vector<yystype,std::allocator<yystype> >::_Reallocate","std::_Uninit_move<yystype *,yystype *,std::allocator<yystype>,yystype>",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::vector<yystype,std::allocator<yystype> >::_Reserve","std::vector<yystype,std::allocator<yystype> >::_Reserve",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::vector<yystype,std::allocator<yystype> >::_Reserve","std::vector<yystype,std::allocator<yystype> >::resize",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::vector<yystype,std::allocator<yystype> >::_Reserve","std::vector<yystype,std::allocator<yystype> >::_Reallocate",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::vector<yystype,std::allocator<yystype> >::resize","std::vector<yystype,std::allocator<yystype> >::resize",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::vector<yystype,std::allocator<yystype> >::resize","DetectorMessenger::DetectorMessenger",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::vector<yystype,std::allocator<yystype> >::resize","std::_Uninit_def_fill_n<yystype *,unsigned int,std::allocator<yystype>,yystype>",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::vector<yystype,std::allocator<yystype> >::resize","std::vector<yystype,std::allocator<yystype> >::_Reserve",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","SteppingAction::`scalar deleting destructor'","SteppingAction::`scalar deleting destructor'",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","SteppingAction::`scalar deleting destructor'","[G4run.dll]",1,0.00,0.00,0.00,0.00,"G4run.dll",
"Root","SteppingAction::SteppingAction","SteppingAction::SteppingAction",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","SteppingAction::SteppingAction","ActionInitialization::Build",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","SteppingAction::UserSteppingAction","SteppingAction::UserSteppingAction","425,181",0.08,0.01,0.00,0.00,"Hadr04.exe",
"Caller","SteppingAction::UserSteppingAction","main","425,181",0.08,0.01,0.00,0.00,"Hadr04.exe",
"Callee","SteppingAction::UserSteppingAction","?FillH1@G4H1ToolsManager@@MAE_NHNN@Z","425,181",0.03,0.03,0.00,0.00,"G4analysis.dll",
"Callee","SteppingAction::UserSteppingAction","Run::CountProcesses","425,181",0.03,0.01,0.00,0.00,"Hadr04.exe",
"Callee","SteppingAction::UserSteppingAction","TrackingAction::UpdateTrackInfo","425,181",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","SteppingVerbose::SteppingVerbose","SteppingVerbose::SteppingVerbose",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","SteppingVerbose::SteppingVerbose","main",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","TrackingAction::`scalar deleting destructor'","TrackingAction::`scalar deleting destructor'",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","TrackingAction::`scalar deleting destructor'","[G4run.dll]",1,0.00,0.00,0.00,0.00,"G4run.dll",
"Root","TrackingAction::PostUserTrackingAction","TrackingAction::PostUserTrackingAction","2,000",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","TrackingAction::PostUserTrackingAction","main","2,000",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","TrackingAction::PostUserTrackingAction","?FillH1@G4H1ToolsManager@@MAE_NHNN@Z","12,000",0.00,0.00,0.00,0.00,"G4analysis.dll",
"Callee","TrackingAction::PostUserTrackingAction","Run::SumTrackLength","2,000",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","TrackingAction::PreUserTrackingAction","TrackingAction::PreUserTrackingAction","2,000",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","TrackingAction::PreUserTrackingAction","main","2,000",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","TrackingAction::TrackingAction","TrackingAction::TrackingAction",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","TrackingAction::TrackingAction","ActionInitialization::Build",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","TrackingAction::UpdateTrackInfo","TrackingAction::UpdateTrackInfo","425,181",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","TrackingAction::UpdateTrackInfo","SteppingAction::UserSteppingAction","425,181",0.00,0.00,0.00,0.00,"Hadr04.exe",
