Mark ID,Mark Name,Timestamp,\Processor(_Total)\% Processor Time,\Memory\Pages/sec,\Processor(_Total)\% Privileged Time,\Processor(_Total)\% User Time,\.NET CLR Exceptions(Hadr04)\# of Exceps Thrown / sec,\.NET CLR Memory(Hadr04)\# Bytes in all Heaps,\.NET CLR Memory(Hadr04)\# Total committed bytes,\.NET CLR Memory(Hadr04)\# Gen 0 Collections,\.NET CLR Memory(Hadr04)\# Gen 1 Collections,\.NET CLR Memory(Hadr04)\# Gen 2 Collections,\.NET CLR Memory(Hadr04)\% Time in GC,\Process(Hadr04)\% Processor Time,\Process(Hadr04)\% Privileged Time,\Process(Hadr04)\% User Time,\Process(Hadr04)\Private Bytes,\.NET CLR LocksAndThreads(Hadr04)\Contention Rate / sec,\Process(Hadr04)\Working Set,
662,"AutoMark","331,899.85",15,0,4,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
663,"AutoMark","332,412.72",23,0,5,15,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
664,"AutoMark","332,913.35",22,0,5,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
665,"AutoMark","333,415.37",17,0,5,11,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
666,"AutoMark","333,916.96",15,0,4,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
667,"AutoMark","334,420.51",25,0,7,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
668,"AutoMark","334,921.50",22,0,5,16,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
669,"AutoMark","335,423.40",15,0,5,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
670,"AutoMark","335,925.42",19,0,6,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
671,"AutoMark","336,426.73",22,0,4,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
672,"AutoMark","336,928.63",32,173,10,21,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
673,"AutoMark","337,431.26",58,0,14,42,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
674,"AutoMark","337,932.11",42,0,9,32,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
675,"AutoMark","338,432.22",21,0,5,16,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
676,"AutoMark","338,933.41",19,0,3,16,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
677,"AutoMark","339,434.43",24,0,4,19,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
678,"AutoMark","339,936.07",14,0,3,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
679,"AutoMark","340,437.73",19,1,3,15,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
680,"AutoMark","340,938.79",25,0,3,22,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
681,"AutoMark","341,440.11",27,3,3,24,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
682,"AutoMark","341,942.35",36,0,10,25,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
683,"AutoMark","342,447.29",42,0,6,34,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
684,"AutoMark","342,948.27",27,0,8,18,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
685,"AutoMark","343,448.34",30,0,3,27,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
686,"AutoMark","343,948.47",25,0,7,18,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
687,"AutoMark","344,451.28",26,0,7,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
688,"AutoMark","344,953.28",19,31,7,11,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
689,"AutoMark","345,454.82",8,3,3,7,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
690,"AutoMark","345,957.55",32,0,10,21,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
691,"AutoMark","346,460.40",27,55,4,22,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
692,"AutoMark","346,961.39",25,3,7,18,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
693,"AutoMark","347,462.83",38,0,8,29,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
694,"AutoMark","347,970.74",18,0,3,16,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
695,"AutoMark","348,481.09",27,0,10,15,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
696,"AutoMark","348,983.05",19,0,4,14,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
697,"AutoMark","349,485.55",8,0,3,7,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
698,"AutoMark","349,988.34",25,0,9,15,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
699,"AutoMark","350,490.15",19,0,6,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
700,"AutoMark","350,991.88",24,1,6,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
701,"AutoMark","351,493.92",19,0,7,11,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
702,"AutoMark","351,996.28",26,0,9,19,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
703,"AutoMark","352,505.35",12,0,3,7,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
704,"AutoMark","353,008.15",14,0,4,9,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
705,"AutoMark","353,510.77",23,0,7,15,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
706,"AutoMark","354,013.22",16,0,6,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
707,"AutoMark","354,515.56",16,0,5,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
708,"AutoMark","355,017.73",11,0,6,7,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
709,"AutoMark","355,519.65",16,0,4,11,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
710,"AutoMark","356,021.68",12,0,3,8,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
711,"AutoMark","356,527.68",23,0,8,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
712,"AutoMark","357,029.46",12,0,2,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
713,"AutoMark","357,531.45",17,0,9,7,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
714,"AutoMark","358,032.48",18,0,5,14,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
715,"AutoMark","358,535.03",19,0,3,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
716,"AutoMark","359,038.37",16,0,3,11,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
717,"AutoMark","359,540.23",22,0,5,16,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
718,"AutoMark","360,043.18",8,0,2,5,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,598,016",
719,"AutoMark","360,545.53",13,123,6,6,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,901,120",
720,"AutoMark","361,047.03",24,0,12,11,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,901,120",
721,"AutoMark","361,551.23",20,1,6,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,901,120",
722,"AutoMark","362,054.49",22,0,6,15,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,901,120",
723,"AutoMark","362,565.51",15,0,4,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,901,120",
724,"AutoMark","363,067.99",17,13,4,12,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,901,120",
725,"AutoMark","363,570.12",27,0,4,22,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,901,120",
726,"AutoMark","364,072.43",12,0,4,6,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,901,120",
727,"AutoMark","364,577.18",17,0,5,11,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,901,120",
728,"AutoMark","365,079.22",29,0,11,17,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,901,120",
729,"AutoMark","365,581.52",18,19,7,13,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,901,120",
730,"AutoMark","366,081.79",13,0,3,9,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,901,120",
731,"AutoMark","366,584.47",19,0,3,14,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,901,120",
732,"AutoMark","367,085.69",15,0,4,10,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,901,120",
733,"AutoMark","367,587.08",15,1,6,8,0,0,0,0,0,0,0,0,0,0,"104,701,952",0,"128,901,120",
734,"AutoMark","368,088.71",24,5,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4,294,967,295","End of Program","368,589.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
735,"AutoMark","368,589.25",6,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
