Mark ID,Mark Name,Timestamp,\Processor(_Total)\% Processor Time,\Memory\Pages/sec,\Processor(_Total)\% Privileged Time,\Processor(_Total)\% User Time,\.NET CLR Exceptions(Hadr04)\# of Exceps Thrown / sec,\.NET CLR Memory(Hadr04)\# Bytes in all Heaps,\.NET CLR Memory(Hadr04)\# Total committed bytes,\.NET CLR Memory(Hadr04)\# Gen 0 Collections,\.NET CLR Memory(Hadr04)\# Gen 1 Collections,\.NET CLR Memory(Hadr04)\# Gen 2 Collections,\.NET CLR Memory(Hadr04)\% Time in GC,\Process(Hadr04)\% Processor Time,\Process(Hadr04)\% Privileged Time,\Process(Hadr04)\% User Time,\Process(Hadr04)\Private Bytes,\.NET CLR LocksAndThreads(Hadr04)\Contention Rate / sec,\Process(Hadr04)\Working Set,
0,"Start of Program",0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,"AutoMark",0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,"AutoMark",515.83,30,330,3,26,0,0,0,0,0,0,0,0,0,0,"32,935,936",0,"54,951,936",
3,"AutoMark","1,018.96",17,43,4,12,0,0,0,0,0,0,0,28,3,24,"35,987,456",0,"59,867,136",
4,"AutoMark","1,520.94",12,0,4,7,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
5,"AutoMark","2,023.69",11,0,3,7,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
6,"AutoMark","2,527.28",10,0,1,7,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
7,"AutoMark","3,029.33",9,0,6,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
8,"AutoMark","3,532.36",14,0,4,9,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
9,"AutoMark","4,034.42",11,0,3,7,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
10,"AutoMark","4,536.94",16,0,4,11,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
11,"AutoMark","5,039.43",12,0,3,7,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
12,"AutoMark","5,542.19",8,1,2,5,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
13,"AutoMark","6,044.04",8,0,3,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
14,"AutoMark","6,545.63",10,0,6,5,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
15,"AutoMark","7,047.62",12,0,3,8,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
16,"AutoMark","7,550.52",9,0,2,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
17,"AutoMark","8,053.49",9,0,1,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
18,"AutoMark","8,555.98",13,0,3,9,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
19,"AutoMark","9,058.70",12,0,5,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
20,"AutoMark","9,561.18",6,0,3,5,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
21,"AutoMark","10,063.25",8,0,1,7,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
22,"AutoMark","10,565.54",12,0,3,11,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
23,"AutoMark","11,081.05",12,0,5,4,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
24,"AutoMark","11,583.37",14,0,2,11,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
25,"AutoMark","12,085.99",11,0,1,9,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
26,"AutoMark","12,588.47",17,1,0,16,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
27,"AutoMark","13,090.98",12,0,4,10,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
28,"AutoMark","13,592.64",12,3,1,11,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
29,"AutoMark","14,094.90",15,0,5,9,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
30,"AutoMark","14,603.68",12,0,3,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
31,"AutoMark","15,109.49",15,0,5,12,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
32,"AutoMark","15,612.39",10,0,5,4,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
33,"AutoMark","16,115.42",13,0,1,10,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
34,"AutoMark","16,617.38",12,0,3,8,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
35,"AutoMark","17,119.55",12,0,2,10,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
36,"AutoMark","17,621.48",10,0,3,7,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
37,"AutoMark","18,124.58",9,0,1,10,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
38,"AutoMark","18,627.78",8,0,0,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
39,"AutoMark","19,129.98",15,0,5,9,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
40,"AutoMark","19,632.04",10,0,1,8,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
41,"AutoMark","20,133.51",7,0,1,5,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
42,"AutoMark","20,635.04",9,0,5,7,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
43,"AutoMark","21,151.02",19,0,5,10,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
44,"AutoMark","21,652.79",10,0,0,10,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
45,"AutoMark","22,155.65",12,0,4,10,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
46,"AutoMark","22,657.59",4,0,0,3,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
47,"AutoMark","23,159.63",8,0,1,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
48,"AutoMark","23,661.34",8,0,3,4,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
49,"AutoMark","24,162.99",5,0,0,4,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
50,"AutoMark","24,665.77",9,0,3,4,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
51,"AutoMark","25,167.84",10,0,4,5,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
52,"AutoMark","25,669.52",7,0,2,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
53,"AutoMark","26,172.05",9,0,3,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
54,"AutoMark","26,674.09",14,0,4,9,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
55,"AutoMark","27,176.30",15,1,5,9,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
56,"AutoMark","27,678.98",11,0,3,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
57,"AutoMark","28,181.01",9,0,5,3,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
58,"AutoMark","28,682.05",7,0,2,4,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
59,"AutoMark","29,184.23",12,0,1,10,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
60,"AutoMark","29,685.28",8,0,3,5,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
61,"AutoMark","30,187.28",12,0,6,7,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
62,"AutoMark","30,689.44",6,0,0,9,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
63,"AutoMark","31,204.48",9,0,1,4,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
64,"AutoMark","31,708.69",11,0,3,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
65,"AutoMark","32,210.54",9,0,0,8,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
66,"AutoMark","32,713.35",10,0,6,3,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
67,"AutoMark","33,215.81",9,0,3,5,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
68,"AutoMark","33,717.80",9,0,4,7,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,867,136",
69,"AutoMark","34,220.81",12,0,3,7,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
70,"AutoMark","34,721.85",4,0,1,3,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
71,"AutoMark","35,224.22",7,0,2,4,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
72,"AutoMark","35,725.97",5,0,2,2,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
73,"AutoMark","36,226.95",7,0,2,4,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
74,"AutoMark","36,728.66",5,0,2,2,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
75,"AutoMark","37,229.73",7,0,2,4,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
76,"AutoMark","37,731.72",6,0,2,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
77,"AutoMark","38,234.47",13,0,4,9,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
78,"AutoMark","38,734.55",14,0,5,8,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
79,"AutoMark","39,236.55",10,0,2,7,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
80,"AutoMark","39,738.25",15,0,4,10,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
81,"AutoMark","40,241.33",11,0,4,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
82,"AutoMark","40,742.41",9,0,6,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
83,"AutoMark","41,259.28",20,0,9,7,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
84,"AutoMark","41,760.78",7,0,3,3,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
85,"AutoMark","42,261.81",13,0,3,9,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
86,"AutoMark","42,764.53",12,0,8,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
87,"AutoMark","43,266.90",23,1,7,14,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
88,"AutoMark","43,766.99",17,3,5,11,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
89,"AutoMark","44,268.02",18,0,8,10,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
90,"AutoMark","44,770.01",7,0,2,4,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
91,"AutoMark","45,272.76",19,0,7,10,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
92,"AutoMark","45,775.96",9,0,4,3,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
93,"AutoMark","46,278.66",18,0,9,11,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
94,"AutoMark","46,780.79",10,0,1,7,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
95,"AutoMark","47,283.21",10,0,3,7,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
96,"AutoMark","47,784.33",13,0,6,7,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
97,"AutoMark","48,286.31",9,0,3,5,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
98,"AutoMark","48,789.10",10,0,4,5,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
99,"AutoMark","49,292.27",12,0,4,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
100,"AutoMark","49,795.73",10,0,6,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
101,"AutoMark","50,297.71",11,0,3,7,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
102,"AutoMark","50,799.79",13,0,4,11,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
103,"AutoMark","51,315.78",12,0,3,6,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
104,"AutoMark","51,818.57",12,0,2,9,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
105,"AutoMark","52,320.91",9,0,3,5,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
106,"AutoMark","52,825.71",9,0,3,5,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
107,"AutoMark","53,328.05",17,0,2,17,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
108,"AutoMark","53,830.71",16,0,5,10,0,0,0,0,0,0,0,0,0,0,"35,987,456",0,"59,879,424",
109,"AutoMark","54,333.14",17,0,3,13,0,0,0,0,0,0,0,3,3,0,"36,036,608",0,"59,981,824",
110,"AutoMark","54,833.53",21,0,3,18,0,0,0,0,0,0,0,65,0,65,"37,335,040",0,"61,853,696",
111,"AutoMark","55,334.81",27,0,0,26,0,0,0,0,0,0,0,90,0,90,"38,395,904",0,"62,939,136",
112,"AutoMark","55,834.91",29,0,1,28,0,0,0,0,0,0,0,99,0,99,"39,227,392",0,"63,823,872",
113,"AutoMark","56,334.95",30,0,4,25,0,0,0,0,0,0,0,93,6,87,"65,191,936",0,"89,743,360",
114,"AutoMark","56,838.29",30,0,1,27,0,0,0,0,0,0,0,99,0,99,"66,134,016",0,"90,669,056",
115,"AutoMark","57,339.24",26,0,0,25,0,0,0,0,0,0,0,99,0,99,"67,076,096",0,"91,586,560",
116,"AutoMark","57,839.35",26,0,0,25,0,0,0,0,0,0,0,96,0,96,"68,005,888",0,"92,479,488",
117,"AutoMark","58,339.62",25,0,0,24,0,0,0,0,0,0,0,99,0,99,"68,993,024",0,"93,429,760",
118,"AutoMark","58,840.60",26,0,1,24,0,0,0,0,0,0,0,99,0,99,"69,873,664",0,"94,294,016",
119,"AutoMark","59,340.77",31,0,3,27,0,0,0,0,0,0,0,99,0,99,"70,889,472",0,"95,252,480",
120,"AutoMark","59,858.32",26,0,0,29,0,0,0,0,0,0,0,102,0,102,"71,786,496",0,"96,157,696",
121,"AutoMark","60,359.03",28,0,0,27,0,0,0,0,0,0,0,99,0,99,"72,671,232",0,"96,989,184",
122,"AutoMark","60,859.17",28,0,0,28,0,0,0,0,0,0,0,99,0,99,"73,715,712",0,"98,029,568",
123,"AutoMark","61,363.34",30,0,2,27,0,0,0,0,0,0,0,99,0,99,"74,543,104",0,"98,832,384",
124,"AutoMark","61,863.41",25,0,0,24,0,0,0,0,0,0,0,99,0,99,"75,526,144",0,"99,774,464",
125,"AutoMark","62,363.57",29,0,1,28,0,0,0,0,0,0,0,99,0,99,"76,509,184",0,"100,704,256",
126,"AutoMark","62,863.69",28,0,2,26,0,0,0,0,0,0,0,99,0,99,"77,340,672",0,"101,543,936",
127,"AutoMark","63,363.83",29,0,3,26,0,0,0,0,0,0,0,99,0,99,"78,364,672",0,"102,526,976",
128,"AutoMark","63,863.99",31,0,1,29,0,0,0,0,0,0,0,99,0,99,"79,220,736",0,"103,378,944",
129,"AutoMark","64,364.11",29,1,1,28,0,0,0,0,0,0,0,99,0,99,"80,195,584",0,"104,288,256",
130,"AutoMark","64,864.30",28,0,1,26,0,0,0,0,0,0,0,99,0,99,"81,215,488",0,"105,267,200",
131,"AutoMark","65,364.38",27,0,0,26,0,0,0,0,0,0,0,99,0,99,"82,219,008",0,"106,274,816",
132,"AutoMark","65,888.63",25,0,1,25,0,0,0,0,0,0,0,101,0,101,"83,312,640",0,"107,290,624",
133,"AutoMark","66,389.94",29,0,3,25,0,0,0,0,0,0,0,96,0,96,"84,180,992",0,"108,199,936",
134,"AutoMark","66,890.76",29,13,0,28,0,0,0,0,0,0,0,99,0,99,"85,041,152",0,"109,006,848",
135,"AutoMark","67,390.89",31,0,1,29,0,0,0,0,0,0,0,99,0,99,"86,011,904",0,"109,944,832",
136,"AutoMark","67,891.24",31,0,1,29,0,0,0,0,0,0,0,99,0,99,"125,005,824",0,"108,675,072",
137,"AutoMark","68,392.18",29,0,3,26,0,0,0,0,0,0,0,99,3,96,"102,404,096",0,"126,279,680",
138,"AutoMark","68,892.32",26,0,1,24,0,0,0,0,0,0,0,96,0,96,"103,350,272",0,"127,160,320",
139,"AutoMark","69,392.45",25,0,0,24,0,0,0,0,0,0,0,99,0,99,"104,427,520",0,"128,258,048",
140,"AutoMark","69,892.58",25,0,0,24,0,0,0,0,0,0,0,96,0,96,"105,480,192",0,"129,261,568",
141,"AutoMark","70,395.71",30,0,0,29,0,0,0,0,0,0,0,99,0,99,"106,553,344",0,"130,281,472",
142,"AutoMark","70,895.86",30,0,1,28,0,0,0,0,0,0,0,99,0,99,"107,343,872",0,"131,022,848",
143,"AutoMark","71,398.99",29,0,0,28,0,0,0,0,0,0,0,99,0,99,"108,343,296",0,"132,026,368",
144,"AutoMark","71,899.12",31,0,3,27,0,0,0,0,0,0,0,99,0,99,"109,211,648",0,"132,874,240",
145,"AutoMark","72,399.25",28,0,1,26,0,0,0,0,0,0,0,96,0,96,"110,010,368",0,"133,689,344",
146,"AutoMark","72,899.40",26,0,0,25,0,0,0,0,0,0,0,99,0,99,"110,948,352",0,"134,565,888",
147,"AutoMark","73,399.53",29,"2,803",2,27,0,0,0,0,0,0,0,99,0,99,"112,021,504",0,"135,606,272",
148,"AutoMark","73,899.68",34,3,2,32,0,0,0,0,0,0,0,99,0,99,"112,955,392",0,"136,519,680",
149,"AutoMark","74,399.78",30,0,0,29,0,0,0,0,0,0,0,99,0,99,"113,676,288",0,"137,261,056",
150,"AutoMark","74,899.92",30,0,1,28,0,0,0,0,0,0,0,99,0,99,"114,806,784",0,"138,326,016",
151,"AutoMark","75,420.35",30,0,3,29,0,0,0,0,0,0,0,102,0,102,"115,654,656",0,"139,177,984",
152,"AutoMark","75,921.21",27,0,0,27,0,0,0,0,0,0,0,99,0,99,"116,551,680",0,"140,029,952",
153,"AutoMark","76,422.30",31,0,0,31,0,0,0,0,0,0,0,99,0,99,"117,481,472",0,"140,967,936",
154,"AutoMark","76,922.53",25,0,0,25,0,0,0,0,0,0,0,99,0,99,"118,288,384",0,"141,721,600",
155,"AutoMark","77,422.70",28,0,1,26,0,0,0,0,0,0,0,99,0,99,"119,222,272",0,"142,594,048",
156,"AutoMark","77,924.85",31,0,3,28,0,0,0,0,0,0,0,99,0,99,"120,090,624",0,"143,495,168",
157,"AutoMark","78,425.83",33,0,0,32,0,0,0,0,0,0,0,99,0,99,"121,253,888",0,"144,584,704",
158,"AutoMark","78,926.00",28,0,0,28,0,0,0,0,0,0,0,99,0,99,"122,187,776",0,"145,465,344",
159,"AutoMark","79,426.14",28,0,3,25,0,0,0,0,0,0,0,96,0,96,"123,084,800",0,"146,378,752",
160,"AutoMark","79,926.29",26,0,2,24,0,0,0,0,0,0,0,96,0,96,"124,088,320",0,"147,333,120",
161,"AutoMark","80,426.41",29,0,2,27,0,0,0,0,0,0,0,99,0,99,"124,809,216",0,"148,033,536",
162,"AutoMark","80,926.57",26,0,0,26,0,0,0,0,0,0,0,99,0,99,"125,874,176",0,"149,106,688",
163,"AutoMark","81,430.71",26,0,0,25,0,0,0,0,0,0,0,99,0,99,"126,812,160",0,"149,983,232",
164,"AutoMark","81,930.82",27,0,1,25,0,0,0,0,0,0,0,99,0,99,"127,688,704",0,"150,863,872",
165,"AutoMark","82,430.95",30,0,0,30,0,0,0,0,0,0,0,99,0,99,"128,737,280",0,"151,846,912",
166,"AutoMark","82,931.06",28,0,1,27,0,0,0,0,0,0,0,99,0,99,"129,531,904",0,"152,653,824",
167,"AutoMark","83,431.22",32,0,2,29,0,0,0,0,0,0,0,96,0,96,"130,457,600",0,"153,526,272",
168,"AutoMark","83,931.36",28,0,1,27,0,0,0,0,0,0,0,99,0,99,"131,260,416",0,"154,341,376",
169,"AutoMark","84,431.49",28,0,2,26,0,0,0,0,0,0,0,99,0,99,"132,182,016",0,"155,217,920",
170,"AutoMark","84,931.62",26,0,0,25,0,0,0,0,0,0,0,99,0,99,"133,386,240",0,"156,385,280",
171,"AutoMark","85,431.76",30,0,2,28,0,0,0,0,0,0,0,99,0,99,"134,664,192",0,"157,593,600",
172,"AutoMark","85,931.89",30,0,0,30,0,0,0,0,0,0,0,99,0,99,"135,458,816",0,"158,408,704",
173,"AutoMark","86,432.02",28,0,0,28,0,0,0,0,0,0,0,99,0,99,"136,462,336",0,"159,350,784",
174,"AutoMark","86,932.15",32,1,1,31,0,0,0,0,0,0,0,99,0,99,"137,244,672",0,"160,165,888",
175,"AutoMark","87,432.31",29,0,3,26,0,0,0,0,0,0,0,99,3,96,"98,770,944",0,"121,769,984",
176,"AutoMark","87,932.45",24,0,5,18,0,0,0,0,0,0,0,81,6,74,"100,040,704",0,"123,101,184",
177,"AutoMark","88,433.92",25,0,2,23,0,0,0,0,0,0,0,99,6,93,"101,675,008",0,"124,682,240",
178,"AutoMark","88,937.80",26,0,1,26,0,0,0,0,0,0,0,102,0,102,"104,407,040",0,"127,442,944",
179,"AutoMark","89,439.99",25,5,4,20,0,0,0,0,0,0,0,74,3,71,"104,493,056",0,"128,196,608",
180,"AutoMark","89,956.25",31,0,2,29,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,196,608",
181,"AutoMark","90,457.26",29,0,0,28,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,196,608",
182,"AutoMark","90,957.28",29,0,1,28,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,196,608",
183,"AutoMark","91,461.41",28,0,1,26,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,208,896",
184,"AutoMark","91,961.52",26,0,0,25,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,208,896",
185,"AutoMark","92,461.66",25,0,0,24,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,208,896",
186,"AutoMark","92,961.80",28,0,1,26,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,208,896",
187,"AutoMark","93,461.94",28,0,0,28,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,208,896",
188,"AutoMark","93,962.06",30,0,1,28,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,208,896",
189,"AutoMark","94,462.21",29,0,2,27,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,208,896",
190,"AutoMark","94,962.34",29,0,2,27,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,208,896",
191,"AutoMark","95,462.48",28,0,1,26,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,208,896",
192,"AutoMark","95,962.61",27,0,0,26,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,208,896",
193,"AutoMark","96,472.62",26,0,1,26,0,0,0,0,0,0,0,101,0,101,"104,493,056",0,"128,208,896",
194,"AutoMark","96,973.88",28,0,3,24,0,0,0,0,0,0,0,93,0,93,"104,493,056",0,"128,208,896",
195,"AutoMark","97,474.06",34,0,3,31,0,0,0,0,0,0,0,99,3,96,"104,493,056",0,"128,208,896",
196,"AutoMark","97,980.13",32,0,3,27,0,0,0,0,0,0,0,98,0,98,"104,493,056",0,"128,208,896",
197,"AutoMark","98,481.30",32,0,3,29,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,208,896",
198,"AutoMark","98,984.42",25,0,0,27,0,0,0,0,0,0,0,102,0,102,"104,493,056",0,"128,208,896",
199,"AutoMark","99,484.78",42,0,3,39,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,208,896",
200,"AutoMark","99,985.71",47,820,2,45,0,0,0,0,0,0,0,90,0,90,"104,493,056",0,"128,208,896",
201,"AutoMark","100,485.83",28,0,3,25,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,208,896",
202,"AutoMark","100,985.94",42,0,4,37,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,208,896",
203,"AutoMark","101,490.09",29,0,1,27,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,208,896",
204,"AutoMark","101,990.23",33,0,3,30,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,208,896",
205,"AutoMark","102,490.35",53,0,3,49,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,208,896",
206,"AutoMark","102,990.53",42,0,1,40,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,208,896",
207,"AutoMark","103,492.46",29,1,0,28,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,208,896",
208,"AutoMark","103,993.79",33,3,4,28,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,208,896",
209,"AutoMark","104,493.91",27,0,1,25,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,208,896",
210,"AutoMark","104,994.05",28,0,0,27,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,217,088",
211,"AutoMark","105,498.38",30,0,3,29,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,217,088",
212,"AutoMark","106,000.34",50,0,7,42,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,217,088",
213,"AutoMark","106,507.43",46,0,3,41,0,0,0,0,0,0,0,98,0,98,"104,493,056",0,"128,217,088",
214,"AutoMark","107,007.59",38,0,0,37,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,217,088",
215,"AutoMark","107,507.73",28,0,0,28,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,217,088",
216,"AutoMark","108,015.91",38,1,2,37,0,0,0,0,0,0,0,101,0,101,"104,493,056",0,"128,217,088",
217,"AutoMark","108,522.11",51,5,2,47,0,0,0,0,0,0,0,98,0,98,"104,493,056",0,"128,217,088",
218,"AutoMark","109,023.22",32,5,6,25,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,217,088",
219,"AutoMark","109,525.36",54,5,9,45,0,0,0,0,0,0,0,93,0,93,"104,493,056",0,"128,217,088",
220,"AutoMark","110,025.38",45,15,2,42,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,217,088",
221,"AutoMark","110,525.51",54,0,4,49,0,0,0,0,0,0,0,93,0,93,"104,493,056",0,"128,217,088",
222,"AutoMark","111,026.65",40,0,3,39,0,0,0,0,0,0,0,99,0,99,"104,493,056",0,"128,217,088",
223,"AutoMark","111,531.77",45,1,4,40,0,0,0,0,0,0,0,95,0,95,"104,493,056",0,"128,217,088",
224,"AutoMark","112,034.95",37,0,7,29,0,0,0,0,0,0,0,96,0,96,"104,493,056",0,"128,217,088",
225,"AutoMark","112,535.77",55,17,2,53,0,0,0,0,0,0,0,87,0,87,"104,493,056",0,"128,217,088",
